state,city,airport,locid,ownership,hub,role,Current,year5,enplaned,based,Devestimate
PA,Clearfield,Clearfield-Lawrence,FIG,PU,,Basic,GA,GA,0,13,"$1,166,667"
PA,Coatesville,Chester County G O Carlson,MQS,PU,,National,R,R,33,90,"$5,856,942"
PA,Connellsville,Joseph A Hardy Connellsville,VVS,PU,,Local,GA,GA,0,35,"$5,293,888"
PA,Corry,Corry-Lawrence,8G2,PU,,Basic,GA,GA,0,11,"$1,026,668"
PA,Doylestown,Doylestown,DYL,PU,,Regional,R,R,0,174,"$5,411,111"
PA,DuBois,Dubois Regional,DUJ,PU,,Local,CS,CS,"4,081",9,"$1,307,289"
PA,Ebensburg,Ebensburg,9G8,PU,,Basic,GA,GA,0,13,"$913,890"
PA,Erie,Erie International/Tom Ridge Field,ERI,PU,N,,P,P,"97,063",39,"$19,434,277"
PA,Franklin,Venango Regional,FKL,PU,,Regional,GA,GA,"1,043",45,"$955,263"
PA,Gettysburg,Gettysburg Regional,W05,PU,,Basic,GA,GA,0,9,"$2,702,889"
PA,Greenville,Greenville Municipal,4G1,PU,,Local,GA,GA,0,19,"$1,016,667"
PA,Grove City,Grove City,29D,PU,,Local,GA,GA,3,15,"$833,333"
PA,Harrisburg,Capital City,CXY,PU,,Regional,R,R,22,80,"$3,286,121"
PA,Harrisburg,Harrisburg International,MDT,PU,S,,P,P,"644,048",34,"$37,237,408"
PA,Hazleton,Hazleton Regional,HZL,PU,,Local,GA,GA,5,40,"$1,517,334"
PA,Indiana,Indiana County/Jimmy Stewart Field/,IDI,PU,,Local,GA,GA,0,46,"$850,000"
PA,Johnstown,John Murtha Johnstown-Cambria County,JST,PU,,Regional,CS,CS,"4,856",23,"$1,631,580"
PA,Lancaster,Lancaster,LNS,PU,,Regional,CS,CS,"2,767",134,"$15,044,444"
PA,Latrobe,Arnold Palmer Regional,LBE,PU,N,,P,P,"128,415",103,"$17,637,274"
PA,Lehighton,Jake Arner Memorial,22N,PU,,Local,GA,GA,0,36,"$2,714,444"
PA,Lock Haven,William T Piper Memorial,LHV,PU,,Local,GA,GA,6,45,"$1,142,001"
PA,Meadville,Port Meadville,GKJ,PU,,Regional,GA,GA,8,22,"$1,588,889"
PA,Monongahela,Rostraver,FWQ,PU,,Regional,R,R,0,93,"$1,033,333"
PA,Mount Pocono,Pocono Mountains Municipal,MPO,PU,,Regional,GA,GA,10,48,"$1,083,333"
PA,New Castle,New Castle Municipal,UCP,PU,,Local,GA,GA,0,55,"$1,683,333"
PA,Philadelphia,Northeast Philadelphia,PNE,PU,,National,R,R,183,156,"$8,913,925"
PA,Philadelphia,Philadelphia International,PHL,PU,L,,P,P,"14,792,339",24,"$322,819,897"
PA,Philadelphia,Wings Field,LOM,PR,,Regional,R,R,123,104,"$1,290,278"
PA,Philipsburg,Mid-State,PSB,PU,,Unclassified,GA,GA,0,6,$0
PA,Pittsburgh,Allegheny County,AGC,PU,,National,R,R,749,70,"$11,193,556"
PA,Pittsburgh,Pittsburgh International,PIT,PU,M,,P,P,"3,827,860",37,"$72,011,818"
PA,Pottstown,Heritage Field,PTW,PR,,Regional,R,R,0,104,"$2,391,667"
PA,Pottstown,Pottstown Municipal,N47,PU,,Local,GA,GA,0,44,"$1,216,667"
PA,Pottsville,Schuylkill County/Joe Zerbey,ZER,PU,,Local,GA,GA,0,31,"$2,166,667"
PA,Punxsutawney,Punxsutawney Municipal,N35,PU,,Basic,GA,GA,0,10,"$1,684,444"
PA,Quakertown,Quakertown,UKT,PU,,Local,GA,GA,0,88,"$1,716,666"
PA,Reading,Reading Regional/Carl A Spaatz Field,RDG,PU,,National,GA,GA,"1,444",130,"$3,634,086"
PA,Reedsville,Mifflin County,RVL,PU,,Local,GA,GA,0,38,"$877,779"
PA,Selinsgrove,Penn Valley,SEG,PU,,Regional,GA,GA,17,36,"$2,282,944"
PA,Shamokin,Northumberland County,N79,PU,,Local,GA,GA,0,25,"$1,115,000"
PA,Somerset,Somerset County,2G9,PU,,Local,GA,GA,0,33,"$1,350,000"
PA,St. Marys,St Marys Municipal,OYM,PU,,Local,GA,GA,0,17,"$1,398,445"
PA,State College,University Park,UNV,PU,N,,P,P,"142,551",64,"$19,735,665"
PA,Titusville,Titusville,6G1,PU,,Basic,GA,GA,0,11,"$888,890"
PA,Toughkenamon,New Garden,N57,PU,,Local,R,R,0,88,"$2,362,222"
PA,Towanda,Bradford County,N27,PU,,Local,GA,GA,0,19,"$3,317,067"
PA,Washington,Washington County,AFJ,PU,,Regional,GA,GA,56,89,"$5,300,000"
PA,Wellsboro,Wellsboro Johnston,N38,PU,,Local,GA,GA,0,20,"$833,333"
PA,West Chester,Brandywine,OQN,PR,,Regional,R,R,2,128,"$2,404,467"
PA,Wilkes-Barre,Wilkes-Barre Wyoming Valley,WBW,PU,,Local,GA,GA,0,50,"$2,295,469"
PA,Wilkes-Barre/Scranton,Wilkes-Barre/Scranton International,AVP,PU,N,,P,P,"214,805",40,"$11,101,277"
PA,Williamsport,Williamsport Regional,IPT,PU,N,,P,P,"24,686",37,"$7,297,165"
PA,Zelienople,Zelienople Municipal,PJC,PU,,Regional,GA,GA,0,37,"$5,242,112"
PR,Aguadilla,Rafael Hernandez,BQN,PU,N,,P,P,"212,239",42,"$14,236,215"
PR,Arecibo,Antonio/Nery/Juarbe Pol,ABO,PU,,Local,GA,GA,0,33,"$1,016,667"
PR,Ceiba,Jose Aponte De La Torre,RVR,PU,N,,P,P,"42,873",12,"$6,200,000"
PR,Humacao,Dr Hermenegildo Ortiz Quinones,X63,PU,,Basic,GA,GA,0,15,"$3,500,000"
PR,Isla De Culebra,Benjamin Rivera Noriega,CPX,PU,N,,P,P,"30,788",3,"$1,877,778"
PR,Isla De Vieques,Antonio Rivera Rodriguez,VQS,PU,N,,P,P,"71,757",4,"$783,333"
PR,Mayaguez,Eugenio Maria De Hostos,MAZ,PU,,Regional,CS,CS,"6,165",16,"$1,850,000"
PR,Ponce,Mercedita,PSE,PU,N,,P,P,"97,271",20,"$4,144,444"
PR,San Juan,Fernando Luis Ribas Dominicci,SIG,PU,N,,P,P,"25,344",232,"$5,439,444"
PR,San Juan,Luis Munoz Marin International,SJU,PU,M,,P,P,"4,187,888",118,"$36,340,600"
RI,Block Island,Block Island State,BID,PU,N,,P,P,"12,967",4,"$6,830,410"
RI,Newport,Newport State,UUU,PU,,Local,GA,GA,60,27,"$15,672,844"
RI,North Kingstown,Quonset State,OQU,PU,,Regional,R,R,41,14,"$66,100,169"
RI,Pawtucket,North Central State,SFZ,PU,,Local,R,R,0,78,"$8,868,593"
RI,Providence,Theodore Francis Green State,PVD,PU,S,,P,P,"1,764,828",31,"$198,485,157"
RI,Westerly,Westerly State,WST,PU,N,,P,P,"12,354",53,"$2,062,919"
SC,Aiken,Aiken Municipal,AIK,PU,,Regional,GA,GA,102,45,"$3,548,333"
SC,Allendale,Allendale County,AQX,PU,,Basic,GA,GA,0,10,"$5,549,606"
SC,Anderson,Anderson Regional,AND,PU,,Regional,GA,GA,129,72,"$9,510,094"
SC,Andrews,Robert F Swinnie,PHH,PU,,Unclassified,GA,GA,0,5,$0
SC,Bamberg,Bamberg County,99N,PU,,Unclassified,GA,GA,0,8,"$919,000"
SC,Barnwell,Barnwell Regional,BNL,PU,,Local,GA,GA,0,37,"$3,102,106"
SC,Beaufort,Beaufort County,ARW,PU,,Local,GA,GA,327,35,"$6,261,112"
SC,Bennettsville,Marlboro County Jetport-H E Avent Field,BBP,PU,,Basic,GA,GA,0,14,"$4,745,150"
SC,Bishopville,Lee County-Butters Field,52J,PU,,Unclassified,GA,GA,0,2,$0
SC,Camden,Woodward Field,CDN,PU,,Regional,GA,GA,0,41,"$5,506,000"
SC,Charleston,Charleston AFB/International,CHS,MA,S,,P,P,"1,539,326",61,"$77,127,405"
SC,Charleston,Charleston Executive,JZI,PU,,Regional,GA,GA,117,40,"$16,798,888"
SC,Cheraw,Cheraw Municipal/Lynch Bellinger Field,CQW,PU,,Local,GA,GA,80,16,"$5,833,334"
SC,Chester,Chester Catawba Regional,DCM,PU,,Local,GA,GA,0,28,"$5,536,967"
SC,Clemson,Oconee County Regional,CEU,PU,,Local,GA,GA,14,63,"$4,321,460"
SC,Columbia,Columbia Metropolitan,CAE,PU,S,,P,P,"498,151",95,"$27,086,346"
SC,Columbia,Jim Hamilton L B Owens,CUB,PU,,Regional,R,R,8,97,"$2,682,222"
SC,Conway,Conway-Horry County,HYW,PU,,Local,GA,GA,0,40,"$1,688,666"
SC,Darlington,Darlington County Jetport,UDG,PU,,Basic,GA,GA,0,13,"$7,372,611"
SC,Dillon,Dillon County,DLC,PU,,Unclassified,GA,GA,0,0,$0
SC,Florence,Florence Regional,FLO,PU,N,,P,P,"59,314",35,"$7,441,678"
SC,Georgetown,Georgetown County,GGE,PU,,Regional,GA,GA,5,43,"$3,263,945"
SC,Greenville,Donaldson Field,GYH,PU,,Regional,GA,GA,0,44,"$19,380,116"
SC,Greenville,Greenville Downtown,GMU,PU,,National,GA,GA,4,169,"$2,122,222"
SC,Greenwood,Greenwood County,GRD,PU,,Local,GA,GA,0,56,"$1,653,333"
SC,Greer,Greenville Spartanburg International,GSP,PU,S,,P,P,"945,477",12,"$35,090,700"
SC,Hartsville,Hartsville Regional,HVS,PU,,Local,GA,GA,0,18,"$5,844,664"
SC,Hilton Head Island,Hilton Head,HXD,PU,N,,P,P,"54,712",87,"$29,529,606"
SC,Kingstree,Williamsburg Regional,CKI,PU,,Local,GA,GA,5,18,"$2,432,208"
SC,Lancaster,Lancaster County-Mc Whirter Field,LKR,PU,,Local,GA,GA,0,40,"$8,551,667"
SC,Laurens,Laurens County,LUX,PU,,Local,GA,GA,0,18,"$2,732,934"
SC,Loris,Twin City,5J9,PU,,Basic,GA,GA,0,13,"$2,307,635"
SC,Manning,Santee Cooper Regional,MNI,PU,,Basic,GA,GA,0,13,"$860,000"
SC,Marion,Marion County,MAO,PU,,Basic,GA,GA,0,9,"$3,335,410"
SC,Moncks Corner,Berkeley County,MKS,PU,,Local,GA,GA,0,42,"$4,887,834"
SC,Mount Pleasant,Mt Pleasant Regional-Faison Field,LRO,PU,,Local,GA,GA,0,52,"$1,022,222"
SC,Myrtle Beach,Myrtle Beach International,MYR,PU,S,,P,P,"858,288",57,"$37,093,767"
SC,Newberry,Newberry County,EOE,PU,,Basic,GA,GA,0,11,"$7,011,000"
SC,North Myrtle Beach,Grand Strand,CRE,PU,,Regional,GA,GA,2,55,"$4,850,000"
SC,Orangeburg,Orangeburg Municipal,OGB,PU,,Local,GA,GA,0,17,"$3,541,760"
SC,Pageland,Pageland,PYG,PU,,Basic,GA,GA,0,9,"$3,906,129"
SC,Pelion,Lexington County at Pelion,6J0,PU,,Basic,GA,GA,0,10,"$6,391,187"
SC,Pickens,Pickens County,LQK,PU,,Local,GA,GA,4,37,"$10,027,324"
SC,Ridgeland,Ridgeland,3J1,PU,,Local,GA,GA,0,53,"$15,010,317"
SC,Rock Hill,Rock Hill/York County/Bryant Field,UZA,PU,,Regional,R,R,0,152,"$10,850,000"
SC,Saluda,Saluda County,6J4,PU,,Unclassified,GA,GA,0,1,$0
SC,Spartanburg,Spartanburg Downtown Memorial,SPA,PU,,Regional,GA,GA,4,119,"$14,145,997"
SC,St. George,St George,6J2,PU,,Unclassified,GA,GA,0,6,$0
SC,Summerville,Summerville,DYB,PU,,Local,GA,GA,0,41,"$1,083,994"
SC,Sumter,Sumter,SMS,PU,,Regional,GA,GA,1,42,"$3,677,778"
SC,Union,"Union County, Troy Shelton Field",35A,PU,,Local,GA,GA,0,15,"$8,163,515"
SC,Walterboro,Lowcountry Regional,RBW,PU,,Local,GA,GA,41,36,"$5,577,228"
SC,Winnsboro,Fairfield County,FDW,PU,,Local,GA,GA,0,24,"$4,623,189"
SD,Aberdeen,Aberdeen Regional,ABR,PU,N,,P,P,"26,497",65,"$24,436,140"
SD,Belle Fourche,Belle Fourche Municipal,EFC,PU,,Local,GA,GA,0,33,"$1,500,000"
SD,Bison,Bison Municipal,6V5,PU,,Basic,GA,GA,0,11,"$1,255,556"
SD,Britton,Britton Municipal,BTN,PU,,Basic,GA,GA,2,12,"$3,322,223"
SD,Brookings,Brookings Regional,BKX,PU,,Local,GA,GA,0,52,"$3,681,632"
SD,Buffalo,Harding County,9D2,PU,,Basic,GA,GA,0,8,"$1,494,445"
SD,Canton,Canton Municipal,7G9,PU,,Basic,GA,GA,0,13,"$2,095,834"
SD,Chamberlain,Chamberlain Municipal,9V9,PU,,Local,GA,GA,136,17,"$6,111,111"
SD,Clark,Clark County,8D7,PU,,Local,GA,GA,2,21,"$1,122,222"
SD,Custer,Custer County,CUT,PU,,Local,GA,GA,1,18,"$4,700,633"
SD,De Smet,Wilder,6E5,PU,,Local,GA,GA,3,15,"$1,863,889"
SD,Eagle Butte,Cheyenne Eagle Butte,84D,NA,,Basic,GA,GA,7,1,"$3,322,222"
SD,Edgemont,Edgemont Municipal,6V0,PU,,Unclassified,GA,GA,0,4,$0
SD,Eureka,Eureka Municipal,3W8,PU,,Basic,GA,GA,0,1,"$1,303,333"
SD,Faith,Faith Municipal,D07,PU,,Basic,GA,GA,0,6,"$1,611,111"
SD,Faulkton,Faulkton Municipal,3FU,PU,,Local,GA,GA,2,19,"$4,434,444"
SD,Flandreau,Flandreau Municipal,4P3,PU,,Local,GA,GA,0,16,"$3,833,333"
SD,Gettysburg,Gettysburg Municipal,0D8,PU,,Local,GA,GA,4,17,"$1,217,778"
SD,Gregory,Gregory Municipal-Flynn Field,9D1,PU,,Basic,GA,GA,11,10,"$874,889"
SD,Highmore,Highmore Municipal,9D0,PU,,Basic,GA,GA,0,15,"$1,108,257"
SD,Hot Springs,Hot Springs Municipal,HSR,PU,,Local,GA,GA,1,30,"$1,227,328"
SD,Hoven,Hoven Municipal,9F8,PU,,Basic,GA,GA,0,12,"$1,103,509"
SD,Howard,Howard Municipal,8D9,PU,,Unclassified,GA,GA,0,6,$0
SD,Huron,Huron Regional,HON,PU,,Local,GA,GA,"1,005",27,"$7,487,115"
SD,Kadoka,Kadoka Municipal,5V8,PU,,Unclassified,GA,GA,0,2,$0
SD,Lemmon,Lemmon Municipal,LEM,PU,,Basic,GA,GA,0,13,"$2,747,444"
SD,Madison,Madison Municipal,MDS,PU,,Local,GA,GA,1,61,"$8,411,427"
SD,Martin,Martin Municipal,9V6,PU,,Basic,GA,GA,2,7,"$1,877,778"
SD,McLaughlin,Mc Laughlin Municipal,5P2,PU,,Basic,GA,GA,0,10,"$888,890"
SD,Milbank,Milbank Municipal,1D1,PU,,Basic,GA,GA,3,14,"$2,988,612"
SD,Miller,Miller Municipal,MKA,PU,,Basic,GA,GA,2,10,"$1,456,028"
SD,Mitchell,Mitchell Municipal,MHE,PU,,Regional,GA,GA,31,33,"$6,883,334"
SD,Mobridge,Mobridge Municipal,MBG,PU,,Local,GA,GA,6,21,"$4,739,991"
SD,Murdo,Murdo Municipal,8F6,PU,,Basic,GA,GA,4,1,"$1,519,723"
SD,Onida,Onida Municipal,98D,PU,,Local,GA,GA,0,20,"$2,263,889"
SD,Parkston,Parkston Municipal,8V3,PU,,Basic,GA,GA,2,10,"$1,265,556"
SD,Philip,Philip,PHP,PU,,Basic,GA,GA,1,14,"$1,645,556"
SD,Pierre,Pierre Regional,PIR,PU,,Regional,CS,CS,"9,504",0,"$11,571,929"
SD,Pine Ridge,Pine Ridge,IEN,NA,,Basic,GA,GA,21,0,"$762,111"
SD,Platte,Platte Municipal,1D3,PU,,Local,GA,GA,1,16,"$1,081,444"
SD,Presho,Presho Municipal,5P5,PU,,Basic,GA,GA,0,11,$0
SD,Rapid City,Rapid City Regional,RAP,PU,N,,P,P,"266,623",111,"$22,052,079"
SD,Redfield,Redfield Municipal,1D8,PU,,Local,GA,GA,3,17,"$1,376,000"
SD,Rosebud,Rosebud Sioux Tribal,SUO,PU,,Basic,GA,GA,261,0,"$1,189,444"
SD,Sioux Falls,Joe Foss Field,FSD,PU,S,,P,P,"490,448",111,"$31,091,885"
SD,Sisseton,Sisseton Municipal,8D3,PU,,Basic,GA,GA,11,11,"$2,414,928"
SD,Spearfish,Black Hills-Clyde Ice Field,SPF,PU,,Local,GA,GA,48,74,"$6,423,399"
SD,Springfield,Springfield Municipal,Y03,PU,,Basic,GA,GA,0,10,"$2,832,778"
SD,Sturgis,Sturgis Municipal,49B,PU,,Local,GA,GA,0,41,"$1,930,000"
SD,Tea,Marv Skie-Lincoln County,Y14,PU,,Local,GA,GA,0,90,"$2,442,349"
SD,Vermillion,Harold Davidson Field,VMR,PU,,Local,GA,GA,7,26,"$1,133,334"
SD,Wagner,Wagner Municipal,AGZ,PU,,Basic,GA,GA,10,12,"$1,638,747"
SD,Wall,Wall Municipal,6V4,PU,,Basic,GA,GA,0,12,"$5,481,787"
SD,Watertown,Watertown Regional,ATY,PU,,Regional,GA,GA,"2,016",26,"$5,654,444"
SD,Webster,The Sigurd Anderson,1D7,PU,,Basic,GA,GA,22,7,"$1,651,000"
SD,Wessington Springs,Wessington Springs,4X4,PU,,Basic,GA,GA,0,7,"$794,444"
SD,Winner,Winner Regional,ICR,PU,,Local,GA,GA,57,16,"$892,444"
SD,Yankton,Chan Gurney Municipal,YKN,PU,,Local,GA,GA,12,41,"$6,706,540"
TN,Athens,McMinn County,MMI,PU,,Local,GA,GA,0,39,"$2,800,000"
TN,Bolivar,William L Whitehurst Field,M08,PU,,Local,GA,GA,0,18,"$4,050,000"
TN,Bristol/Johnson/Kingsport,Tri-Cities Regional TN/VA,TRI,PU,N,,P,P,"215,259",62,"$30,521,054"
TN,Camden,Benton County,0M4,PU,,Local,GA,GA,0,27,"$2,251,500"
TN,Centerville,Centerville Municipal,GHM,PU,,Local,GA,GA,0,19,"$1,210,000"
TN,Chattanooga,Lovell Field,CHA,PU,N,,P,P,"356,077",96,"$17,050,000"
TN,Clarksville,Outlaw Field,CKV,PU,,Local,GA,GA,8,41,"$23,100,000"
TN,Cleveland,Cleveland Regional Jetport,RZR,PU,,Regional,GA,GA,0,41,"$1,400,000"
TN,Clifton,Hassell Field,M29,PU,,Unclassified,GA,GA,0,1,$0
TN,Columbia/Mount Pleasant,Maury County,MRC,PU,,Local,GA,GA,0,22,"$6,125,000"
TN,Copperhill,Martin Campbell Field,1A3,PU,,Local,GA,GA,0,16,"$2,350,000"
TN,Covington,Covington Municipal,M04,PU,,Local,GA,GA,3,33,"$4,333,334"
TN,Crossville,Crossville Memorial-Whitson Field,CSV,PU,,Local,GA,GA,8,32,"$5,320,000"
TN,Dayton,Mark Anton,2A0,PU,,Local,GA,GA,2,26,"$6,028,700"
TN,Dickson,Dickson Municipal,M02,PU,,Local,GA,GA,0,36,"$5,694,444"
TN,Dyersburg,Dyersburg Regional,DYR,PU,,Local,GA,GA,0,22,"$1,890,000"
TN,Elizabethton,Elizabethton Municipal,0A9,PU,,Regional,GA,GA,0,57,"$4,133,555"
TN,Fayetteville,Fayetteville Municipal,FYM,PU,,Local,GA,GA,0,26,"$4,675,000"
TN,Gainesboro,Jackson County,1A7,PU,,Basic,GA,GA,0,9,"$1,550,000"
TN,Gallatin,Sumner County Regional,M33,PU,,Regional,GA,GA,0,55,"$17,505,556"
TN,Greeneville,Greeneville-Greene County Municipal,GCY,PU,,Local,GA,GA,0,52,"$9,150,000"
TN,Humboldt,Humboldt Municipal,M53,PU,,Local,GA,GA,0,16,"$2,000,000"
TN,Huntingdon,Carroll County,HZD,PU,,Local,GA,GA,0,16,"$4,900,000"
TN,Jacksboro,Campbell County,JAU,PU,,Local,GA,GA,0,18,"$1,872,651"
TN,Jackson,McKellar-Sipes Regional,MKL,PU,,Regional,GA,GA,"1,656",49,"$13,350,000"
TN,Jamestown,Jamestown Municipal,2A1,PU,,Basic,GA,GA,0,9,"$4,725,000"
TN,Jasper,Marion County-Brown Field,APT,PU,,Basic,GA,GA,0,11,"$5,490,000"
TN,Knoxville,Knoxville Downtown Island,DKX,PU,,Regional,R,R,0,122,"$2,744,384"
TN,Knoxville,McGhee Tyson,TYS,PU,S,,P,P,"845,913",164,"$61,854,202"
TN,Lafayette,Lafayette Municipal,3M7,PU,,Local,GA,GA,0,22,"$4,350,000"
TN,Lawrenceburg,Lawrenceburg-Lawrence County,2M2,PU,,Local,GA,GA,0,20,"$12,050,000"
TN,Lebanon,Lebanon Municipal,M54,PU,,Regional,GA,GA,0,92,"$20,674,000"
TN,Lewisburg,Ellington,LUG,PU,,Local,GA,GA,28,23,"$7,120,000"
TN,Lexington-Parsons,Beech River Regional,PVE,PU,,Local,GA,GA,0,27,"$4,600,000"
TN,Linden,Perry County,M15,PU,,Unclassified,GA,GA,0,1,$0
TN,Livingston,Livingston Municipal,8A3,PU,,Local,GA,GA,0,22,"$5,450,000"
TN,Madisonville,Monroe County,MNV,PU,,Local,GA,GA,0,17,"$4,850,000"
TN,McMinnville,Warren County Memorial,RNC,PU,,Local,GA,GA,4,29,"$5,650,000"
TN,Memphis,General Dewitt Spain,M01,PU,,Regional,R,R,0,71,"$10,005,556"
TN,Memphis,Memphis International,MEM,PU,S,,P,P,"1,800,268",93,"$276,584,979"
TN,Millington,Charles W Baker,2M8,PU,,Regional,R,R,0,111,"$1,745,000"
TN,Millington,Millington Regional Jetport,NQA,PU,,Regional,GA,GA,0,54,"$18,090,500"
TN,Morristown,Moore-Murrell,MOR,PU,,Regional,GA,GA,20,38,"$7,236,900"
TN,Mountain City,Johnson County,6A4,PU,,Local,GA,GA,3,19,"$2,170,000"
TN,Murfreesboro,Murfreesboro Municipal,MBT,PU,,Regional,GA,GA,0,125,"$6,840,000"
TN,Nashville,John C Tune,JWN,PU,,Regional,R,R,186,157,"$7,329,667"
TN,Nashville,Nashville International,BNA,PU,M,,P,P,"5,396,958",93,"$59,764,666"
TN,Oneida,Scott Municipal,SCX,PU,,Local,GA,GA,0,27,"$1,290,000"
TN,Paris,Henry County,PHT,PU,,Local,GA,GA,0,23,"$3,760,000"
TN,Portland,Portland Municipal,1M5,PU,,Basic,GA,GA,0,11,"$8,000,000"
TN,Pulaski,Abernathy Field,GZS,PU,,Basic,GA,GA,0,10,"$6,250,000"
TN,Rockwood,Rockwood Municipal,RKW,PU,,Local,GA,GA,0,19,"$1,775,000"
TN,Rogersville,Hawkins County,RVN,PU,,Local,GA,GA,0,28,"$6,710,000"
TN,Savannah,Savannah-Hardin County,SNH,PU,,Basic,GA,GA,0,14,"$3,798,889"
TN,Selmer,Robert Sibley,SZY,PU,,Basic,GA,GA,0,11,"$11,505,000"
TN,Sevierville,Gatlinburg-Pigeon Forge,GKT,PU,,Regional,GA,GA,4,90,"$4,711,111"
TN,Sewanee,Franklin County,UOS,PU,,Basic,GA,GA,0,14,"$3,300,000"
TN,Shelbyville,Bomar Field-Shelbyville Municipal,SYI,PU,,Regional,GA,GA,0,58,"$6,265,000"
TN,Smithville,Smithville Municipal,0A3,PU,,Local,GA,GA,0,16,"$2,450,000"
TN,Smyrna,Smyrna,MQY,PU,,National,R,R,"1,249",235,"$6,270,000"
TN,Somerville,Fayette County,FYE,PU,,Local,GA,GA,0,35,"$7,950,000"
TN,Sparta,Upper Cumberland Regional,SRB,PU,,Local,GA,GA,50,42,"$1,600,000"
TN,Springfield,Springfield Robertson County,M91,PU,,Local,GA,GA,0,52,"$8,705,000"
TN,Tazewell,New Tazewell Municipal,3A2,PU,,Local,GA,GA,0,24,"$1,400,000"
TN,Trenton,Gibson County,TGC,PU,,Local,GA,GA,0,17,"$2,300,000"
TN,Tullahoma,Tullahoma Regional Airport/Wm Northern Field,THA,PU,,Regional,GA,GA,0,116,"$2,587,500"
TN,Union City,Everett-Stewart Regional,UCY,PU,,Local,GA,GA,2,31,"$6,575,000"
TN,Waverly,Humphreys County,0M5,PU,,Local,GA,GA,0,15,"$8,500,000"
TN,Winchester,Winchester Municipal,BGF,PU,,Regional,GA,GA,0,41,"$7,660,000"
TX,Abilene,Abilene Regional,ABI,PU,N,,P,P,"93,656",125,"$5,944,444"
TX,Alice,Alice International,ALI,PU,,Local,GA,GA,58,18,"$4,382,100"
TX,Alpine,Alpine-Casparis Municipal,E38,PU,,Local,GA,GA,4,29,"$5,231,205"
TX,Amarillo,Rick Husband Amarillo International,AMA,PU,N,,P,P,"362,412",36,"$13,136,150"
TX,Anahuac,Chambers County,T00,PU,,Basic,GA,GA,0,11,"$2,179,031"
TX,Andrews,Andrews County,E11,PU,,Local,GA,GA,0,33,"$1,400,930"
TX,Angleton/Lake Jackson,Texas Gulf Coast Regional,LBX,PU,,Regional,R,R,100,71,"$9,384,685"
TX,Arlington,Arlington Municipal,GKY,PU,,Regional,R,R,45,263,"$11,833,363"
TX,Aspermont,Stonewall County,T60,PU,,Basic,GA,GA,0,0,"$530,086"
TX,Athens,Athens Municipal,F44,PU,,Local,GA,GA,0,29,"$643,186"
TX,Atlanta,Hall-Miller Municipal,ATA,PU,,Local,GA,GA,0,39,"$1,197,253"
TX,Austin,Austin-Bergstrom International,AUS,PU,M,,P,P,"5,219,982",214,"$35,493,593"
TX,Austin,San Marcos Regional,HYI,PU,,Regional,R,R,16,90,"$13,238,910"
TX,Bay City,Bay City Municipal,BYY,PU,,Local,GA,GA,20,36,"$905,376"
TX,Beaumont,Beaumont Municipal,BMT,PU,,Regional,GA,GA,0,31,"$2,451,016"
TX,Beaumont/Port Arthur,Jack Brooks Regional,BPT,PU,N,,P,P,"38,213",67,"$14,408,171"
TX,Beeville,Beeville Municipal,BEA,PU,,Basic,GA,GA,0,14,"$1,307,000"
TX,Big Spring,Big Spring McMahon-Wrinkle,BPG,PU,,Regional,GA,GA,0,38,"$4,431,014"
TX,Bonham,Jones Field,F00,PU,,Local,GA,GA,0,35,"$1,970,079"
TX,Borger,Hutchinson County,BGD,PU,,Basic,GA,GA,1,14,"$1,666,918"
TX,Bowie,Bowie Municipal,0F2,PU,,Local,GA,GA,0,30,"$1,281,779"
TX,Brady,Curtis Field,BBD,PU,,Local,GA,GA,0,57,"$1,031,549"
TX,Breckenridge,Stephens County,BKD,PU,,Local,GA,GA,0,19,"$1,564,000"
TX,Brenham,Brenham Municipal,11R,PU,,Regional,GA,GA,0,21,"$1,278,944"
TX,Bridgeport,Bridgeport Municipal,XBP,PU,,Local,GA,GA,0,36,"$7,451,000"
TX,Brownfield,Terry County,BFE,PU,,Basic,GA,GA,0,14,"$6,306,000"
TX,Brownsville,Brownsville/South Padre Island International,BRO,PU,N,,P,P,"183,604",60,"$18,738,713"
TX,Brownwood,Brownwood Regional,BWD,PU,,Local,GA,GA,0,47,"$6,609,848"
TX,Bryan,Coulter Field,CFD,PU,,Regional,GA,GA,0,71,"$4,314,309"
TX,Burnet,Burnet Municipal Kate Craddock Field,BMQ,PU,,Local,GA,GA,0,45,"$13,531,014"
TX,Caddo Mills,Caddo Mills Municipal,7F3,PU,,Unclassified,GA,GA,0,2,$0
TX,Cameron,Cameron Municipal Airpark,T35,PU,,Basic,GA,GA,0,9,"$1,226,514"
TX,Canadian,Hemphill County,HHF,PU,,Basic,GA,GA,6,9,"$5,462,552"
TX,Carrizo Springs,Dimmit County,CZT,PU,,Basic,GA,GA,7,2,"$2,964,325"
TX,Carthage,Panola County-Sharpe Field,4F2,PU,,Basic,GA,GA,0,11,"$1,115,423"
TX,Castroville,Castroville Municipal,CVB,PU,,Local,GA,GA,0,58,"$5,050,039"
TX,Center,Center Municipal,F17,PU,,Local,GA,GA,0,21,"$2,057,181"
TX,Clarksville,Clarksville/Red River County-J D Trissell Field,LBR,PU,,Basic,GA,GA,0,12,$0
TX,Cleburne,Cleburne Regional,CPT,PU,,Regional,GA,GA,0,84,"$3,306,161"
TX,Cleveland,Cleveland Municipal,6R3,PU,,Local,GA,GA,0,40,"$1,975,946"
